dataset,hidden_layers,learning_rate,activation,optimizer,epochs,avg_f1_score
1_ef_b.csv,"[15, 15]",0.001,relu,rmsprop,50,0.8563071242465634
1_ef_b.csv,"[15, 15]",0.001,tanh,adam,10,0.7005254799570225
1_ef_b.csv,"[15, 15]",0.001,tanh,adam,25,0.8193405773454734
1_ef_b.csv,"[15, 15]",0.001,tanh,adam,50,0.8622507321904995
1_ef_b.csv,"[15, 15]",0.001,tanh,sgd,10,0.5420965974950527
1_ef_b.csv,"[15, 15]",0.001,tanh,sgd,25,0.48687988858619446
1_ef_b.csv,"[15, 15]",0.001,tanh,sgd,50,0.41427680349581875
1_ef_b.csv,"[15, 15]",0.001,tanh,rmsprop,10,0.8554909935694003
1_ef_b.csv,"[15, 15]",0.001,tanh,rmsprop,25,0.8565033066431701
1_ef_b.csv,"[15, 15]",0.001,tanh,rmsprop,50,0.8536984285943895
1_ef_b.csv,"[15, 15]",0.01,relu,adam,10,0.8492718415107701
1_ef_b.csv,"[15, 15]",0.01,relu,adam,25,0.8579365478028759
1_ef_b.csv,"[15, 15]",0.01,relu,adam,50,0.8602047731353342
1_ef_b.csv,"[15, 15]",0.01,relu,sgd,10,0.4296089743589744
1_ef_b.csv,"[15, 15]",0.01,relu,sgd,25,0.5186925422138837
1_ef_b.csv,"[15, 15]",0.01,relu,sgd,50,0.48396423842445613
1_ef_b.csv,"[15, 15]",0.01,relu,rmsprop,10,0.8403039575683394
1_ef_b.csv,"[15, 15]",0.01,relu,rmsprop,25,0.8521571968083596
1_ef_b.csv,"[15, 15]",0.01,relu,rmsprop,50,0.8558678616625534
1_ef_b.csv,"[15, 15]",0.01,tanh,adam,10,0.8565033066431701
1_ef_b.csv,"[15, 15]",0.01,tanh,adam,25,0.8537600589088002
1_ef_b.csv,"[15, 15]",0.01,tanh,adam,50,0.850098731677679
1_ef_b.csv,"[15, 15]",0.01,tanh,sgd,10,0.446684213819307
1_ef_b.csv,"[15, 15]",0.01,tanh,sgd,25,0.5320936788897188
1_ef_b.csv,"[15, 15]",0.01,tanh,sgd,50,0.7622210930381562
1_ef_b.csv,"[15, 15]",0.01,tanh,rmsprop,10,0.8566573410269861
1_ef_b.csv,"[15, 15]",0.01,tanh,rmsprop,25,0.8604691547948041
