dataset,hidden_layers,learning_rate,activation,optimizer,epochs,avg_f1_score
1_nrml_b.csv,"[15, 15]",0.001,relu,adam,25,0.6634318386982266
1_nrml_b.csv,"[15, 15]",0.001,relu,adam,50,0.8349812752098835
1_nrml_b.csv,"[15, 15]",0.001,relu,sgd,10,0.5165868538924171
1_nrml_b.csv,"[15, 15]",0.001,relu,sgd,25,0.25240679364887664
1_nrml_b.csv,"[15, 15]",0.001,relu,sgd,50,0.4268541122909548
1_nrml_b.csv,"[15, 15]",0.001,relu,rmsprop,10,0.6590037561967588
1_nrml_b.csv,"[15, 15]",0.001,relu,rmsprop,25,0.9051121118777534
1_nrml_b.csv,"[15, 15]",0.001,relu,rmsprop,50,0.9082033246681572
1_nrml_b.csv,"[15, 15]",0.001,tanh,adam,10,0.5206193515822475
1_nrml_b.csv,"[15, 15]",0.001,tanh,adam,25,0.7863250296001025
1_nrml_b.csv,"[15, 15]",0.001,tanh,adam,50,0.8377445379550046
1_nrml_b.csv,"[15, 15]",0.001,tanh,sgd,10,0.3962920603953213
1_nrml_b.csv,"[15, 15]",0.001,tanh,sgd,25,0.4472869232777903
1_nrml_b.csv,"[15, 15]",0.001,tanh,sgd,50,0.5090322445181468
1_nrml_b.csv,"[15, 15]",0.001,tanh,rmsprop,10,0.8636223298788342
1_nrml_b.csv,"[15, 15]",0.001,tanh,rmsprop,25,0.8754110699581934
1_nrml_b.csv,"[15, 15]",0.001,tanh,rmsprop,50,0.8925439379252376
1_nrml_b.csv,"[15, 15]",0.01,relu,adam,10,0.858229584579788
1_nrml_b.csv,"[15, 15]",0.01,relu,adam,25,0.9165589329482721
1_nrml_b.csv,"[15, 15]",0.01,relu,adam,50,0.95078381575038
1_nrml_b.csv,"[15, 15]",0.01,relu,sgd,10,0.34913110900399036
1_nrml_b.csv,"[15, 15]",0.01,relu,sgd,25,0.3514610060165996
1_nrml_b.csv,"[15, 15]",0.01,relu,sgd,50,0.3205834347980211
1_nrml_b.csv,"[15, 15]",0.01,relu,rmsprop,10,0.9458810157710058
1_nrml_b.csv,"[15, 15]",0.01,relu,rmsprop,25,0.9484412179057969
1_nrml_b.csv,"[15, 15]",0.01,relu,rmsprop,50,0.9487150238681717
1_nrml_b.csv,"[15, 15]",0.01,tanh,adam,10,0.8801683859689435
1_nrml_b.csv,"[15, 15]",0.01,tanh,adam,25,0.9085284470496189
1_nrml_b.csv,"[15, 15]",0.01,tanh,adam,50,0.9506730737791728
1_nrml_b.csv,"[15, 15]",0.01,tanh,sgd,10,0.4324167155430228
1_nrml_b.csv,"[15, 15]",0.01,tanh,sgd,25,0.45805159109882065
1_nrml_b.csv,"[15, 15]",0.01,tanh,sgd,50,0.6376062119125226
1_nrml_b.csv,"[15, 15]",0.01,tanh,rmsprop,10,0.9122118175985232
1_nrml_b.csv,"[15, 15]",0.01,tanh,rmsprop,25,0.9333665509706648
1_nrml_b.csv,"[15, 15]",0.01,tanh,rmsprop,50,0.9439208828806404
1_nrml_b.csv,"[15, 15]",0.1,relu,adam,10,0.936242989777336
1_nrml_b.csv,"[15, 15]",0.1,relu,adam,25,0.95432487912919
1_nrml_b.csv,"[15, 15]",0.1,relu,adam,50,0.9513128325635417
1_nrml_b.csv,"[15, 15]",0.1,relu,sgd,10,0.2691003057289586
1_nrml_b.csv,"[15, 15]",0.1,relu,sgd,25,0.6121744027474578
1_nrml_b.csv,"[15, 15]",0.1,relu,sgd,50,0.8239508252575094
1_nrml_b.csv,"[15, 15]",0.1,relu,rmsprop,10,0.6658910875319572
1_nrml_b.csv,"[15, 15]",0.1,relu,rmsprop,25,0.8723330737864641
1_nrml_b.csv,"[15, 15]",0.1,relu,rmsprop,50,0.7740396572381867
1_nrml_b.csv,"[15, 15]",0.1,tanh,adam,10,0.9246478723295659
1_nrml_b.csv,"[15, 15]",0.1,tanh,adam,25,0.9460622502851657
1_nrml_b.csv,"[15, 15]",0.1,tanh,adam,50,0.9482519701890093
1_nrml_b.csv,"[15, 15]",0.1,tanh,sgd,10,0.6975158928147063
1_nrml_b.csv,"[15, 15]",0.1,tanh,sgd,25,0.833047835810737
1_nrml_b.csv,"[15, 15]",0.1,tanh,sgd,50,0.8719405941005487
1_nrml_b.csv,"[15, 15]",0.1,tanh,rmsprop,10,0.9138293635338084
1_nrml_b.csv,"[15, 15]",0.1,tanh,rmsprop,25,0.9276482432296385
1_nrml_b.csv,"[15, 15]",0.1,tanh,rmsprop,50,0.9402811817601948
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,adam,10,0.4899887989838597
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,adam,25,0.614801125424293
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,adam,50,0.7777300107640664
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,sgd,10,0.24909429280397025
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,sgd,25,0.3224835895606811
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,sgd,50,0.42508988294314387
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,rmsprop,10,0.8546922323132661
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,rmsprop,25,0.9107252842351118
1_nrml_b.csv,"[15, 15, 15]",0.001,relu,rmsprop,50,0.9271993480246458
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,adam,10,0.530548346100252
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,adam,25,0.7873467259219715
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,adam,50,0.8440337347182645
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,sgd,10,0.29044586005899153
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,sgd,25,0.13317129928894636
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,sgd,50,0.4042517164799773
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,rmsprop,10,0.8652800233133904
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,rmsprop,25,0.9040882557388514
1_nrml_b.csv,"[15, 15, 15]",0.001,tanh,rmsprop,50,0.9243781204615009
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,adam,10,0.8761515768831714
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,adam,25,0.9350479682445945
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,adam,50,0.9533447913601361
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,sgd,10,0.22727564102564105
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,sgd,25,0.4636074273920439
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,sgd,50,0.39083938910551813
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,rmsprop,10,0.9427660596265248
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,rmsprop,25,0.9534769286300767
1_nrml_b.csv,"[15, 15, 15]",0.01,relu,rmsprop,50,0.9541726764443723
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,adam,10,0.8917910242123961
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,adam,25,0.9128835460167449
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,adam,50,0.9459084679935799
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,sgd,10,0.262959324290846
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,sgd,25,0.4324478545354264
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,sgd,50,0.4937258118166331
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,rmsprop,10,0.911775566508372
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,rmsprop,25,0.9463572062471963
1_nrml_b.csv,"[15, 15, 15]",0.01,tanh,rmsprop,50,0.9440835785503964
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,adam,10,0.919319745891827
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,adam,25,0.9482170329396947
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,adam,50,0.955952786105934
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,sgd,10,0.26480769230769236
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,sgd,25,0.4169882795775653
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,sgd,50,0.6786146439009123
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,rmsprop,10,0.6009775641025641
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,rmsprop,25,0.5999358974358975
1_nrml_b.csv,"[15, 15, 15]",0.1,relu,rmsprop,50,0.6818286279323514
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,adam,10,0.922624999136627
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,adam,25,0.9289233132256388
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,adam,50,0.9464064589220573
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,sgd,10,0.6294673780880677
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,sgd,25,0.775469915472706
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,sgd,50,0.8800458309515384
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,rmsprop,10,0.840105612544637
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,rmsprop,25,0.8740977694865097
1_nrml_b.csv,"[15, 15, 15]",0.1,tanh,rmsprop,50,0.875686132331676
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,adam,10,0.39641025641025646
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,adam,25,0.2768614447147056
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,adam,50,0.8850532421002326
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,sgd,10,0.3343269230769231
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,sgd,25,0.3322596153846154
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,sgd,50,0.11928353658536586
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,rmsprop,10,0.8563459980571266
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,rmsprop,25,0.9146157108601443
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,relu,rmsprop,50,0.933931821450256
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,adam,10,0.6312586125629603
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,adam,25,0.7648667871214705
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,adam,50,0.8809912997273969
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,sgd,10,0.4681662652654114
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,sgd,25,0.47803761490082247
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,sgd,50,0.3101880506911674
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,rmsprop,10,0.881152650677157
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,rmsprop,25,0.9202245901196553
1_nrml_b.csv,"[15, 15, 15, 15]",0.001,tanh,rmsprop,50,0.945130707646306
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,adam,10,0.8668047670486695
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,adam,25,0.9259120801598566
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,adam,50,0.951178799457302
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,sgd,10,0.1333173076923077
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,sgd,25,0.5242457083876575
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,sgd,50,0.3312339743589744
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,rmsprop,10,0.9307203411173915
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,rmsprop,25,0.9503517864351669
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,relu,rmsprop,50,0.9539531191062671
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,adam,10,0.8939435340711575
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,adam,25,0.9355821469236101
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,adam,50,0.9483474923838239
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,sgd,10,0.3676523970920523
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,sgd,25,0.33330128205128207
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,sgd,50,0.40059315656397826
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,rmsprop,10,0.9255958115118638
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,rmsprop,25,0.9325247673602084
1_nrml_b.csv,"[15, 15, 15, 15]",0.01,tanh,rmsprop,50,0.9428975739809546
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,adam,10,0.9352150523052394
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,adam,25,0.9378383944357017
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,adam,50,0.9480211713138542
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,sgd,10,0.26456730769230774
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,sgd,25,0.5438538182831661
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,sgd,50,0.5675320355694373
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,rmsprop,10,0.5312179487179487
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,rmsprop,25,0.33442460317460315
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,relu,rmsprop,50,0.33330128205128207
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,adam,10,0.8978534450056884
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,adam,25,0.8969535629668866
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,adam,50,0.9303946247550898
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,sgd,10,0.49987577040322045
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,sgd,25,0.6888535445431011
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,sgd,50,0.8366238217574699
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,rmsprop,10,0.8032434325819047
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,rmsprop,25,0.8376639991496647
1_nrml_b.csv,"[15, 15, 15, 15]",0.1,tanh,rmsprop,50,0.7976138775793317
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,adam,10,0.46169137895201723
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,adam,25,0.3609775641025641
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,adam,50,0.7909392912343445
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,sgd,10,0.40203525641025645
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,sgd,25,0.19998397435897436
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,sgd,50,0.39892628205128206
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,rmsprop,10,0.8789344148502336
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,rmsprop,25,0.8986284218965471
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,relu,rmsprop,50,0.9442360923450274
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,adam,10,0.551856986971139
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,adam,25,0.7988264730168425
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,adam,50,0.8763816817528701
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,sgd,10,0.3418372304232499
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,sgd,25,0.19998397435897436
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,sgd,50,0.16884173297966404
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,rmsprop,10,0.8908012075555047
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,rmsprop,25,0.9318196428264492
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.001,tanh,rmsprop,50,0.9483474923838239
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,adam,10,0.8678453231319032
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,adam,25,0.9191582563655005
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,adam,50,0.9512570554799709
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,sgd,10,0.19998397435897436
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,sgd,25,0.3968589743589744
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,sgd,50,0.16306089743589744
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,rmsprop,10,0.9231600350970742
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,rmsprop,25,0.9483665340245034
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,relu,rmsprop,50,0.9537460497528564
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,adam,10,0.8943827661644702
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,adam,25,0.9301547999591108
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,adam,50,0.9420544755122477
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,sgd,10,0.3554282020314629
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,sgd,25,0.5072216174810514
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,sgd,50,0.3506925863991081
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,rmsprop,10,0.8975632607262988
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,rmsprop,25,0.9156853891702614
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.01,tanh,rmsprop,50,0.9413979506974404
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,adam,10,0.9113873808029028
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,adam,25,0.9373016405035688
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,adam,50,0.9191780197594153
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,sgd,10,0.26560897435897435
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,sgd,25,0.5322435897435898
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,sgd,50,0.18673992673992676
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,rmsprop,10,0.3968589743589744
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,rmsprop,25,0.33434294871794873
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,relu,rmsprop,50,0.332275641025641
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,adam,10,0.8465082507068171
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,adam,25,0.8707623211720676
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,adam,50,0.8880610341391126
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,sgd,10,0.4572903900864427
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,sgd,25,0.4618875257883879
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,sgd,50,0.7801307469587578
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,rmsprop,10,0.6682015324000258
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,rmsprop,25,0.7216030739286553
1_nrml_b.csv,"[15, 15, 15, 15, 15]",0.1,tanh,rmsprop,50,0.7989504448458342
1_og_b.csv,[15],0.001,relu,adam,10,0.5313148279236447
1_og_b.csv,[15],0.001,relu,adam,25,0.6936662972381489
1_og_b.csv,[15],0.001,relu,adam,50,0.7505088645204924
1_og_b.csv,[15],0.001,relu,sgd,10,0.32939789698942307
1_og_b.csv,[15],0.001,relu,sgd,25,0.4253596783213747
1_og_b.csv,[15],0.001,relu,sgd,50,0.4493834020035393
1_og_b.csv,[15],0.001,relu,rmsprop,10,0.8118048633788849
1_og_b.csv,[15],0.001,relu,rmsprop,25,0.8744057621964598
1_og_b.csv,[15],0.001,relu,rmsprop,50,0.9035353535353536
1_og_b.csv,[15],0.001,tanh,adam,10,0.5805766666136771
1_og_b.csv,[15],0.001,tanh,adam,25,0.6980115122972266
1_og_b.csv,[15],0.001,tanh,adam,50,0.8073148813137468
1_og_b.csv,[15],0.001,tanh,sgd,10,0.4833364002018253
1_og_b.csv,[15],0.001,tanh,sgd,25,0.5078297422804328
1_og_b.csv,[15],0.001,tanh,sgd,50,0.4754073825793019
1_og_b.csv,[15],0.001,tanh,rmsprop,10,0.8143870269662592
1_og_b.csv,[15],0.001,tanh,rmsprop,25,0.8830208034859197
1_og_b.csv,[15],0.001,tanh,rmsprop,50,0.8996994905634452
1_og_b.csv,[15],0.01,relu,adam,10,0.8731008477998474
1_og_b.csv,[15],0.01,relu,adam,25,0.9021317072694417
1_og_b.csv,[15],0.01,relu,adam,50,0.9269224930966281
1_og_b.csv,[15],0.01,relu,sgd,10,0.5354733116928239
1_og_b.csv,[15],0.01,relu,sgd,25,0.4824733418426703
1_og_b.csv,[15],0.01,relu,sgd,50,0.44070376421141233
1_og_b.csv,[15],0.01,relu,rmsprop,10,0.925790291964427
1_og_b.csv,[15],0.01,relu,rmsprop,25,0.95078381575038
1_og_b.csv,[15],0.01,relu,rmsprop,50,0.9558941525680338
1_og_b.csv,[15],0.01,tanh,adam,10,0.8757790496071157
1_og_b.csv,[15],0.01,tanh,adam,25,0.8871482031690376
1_og_b.csv,[15],0.01,tanh,adam,50,0.90995241696603
1_og_b.csv,[15],0.01,tanh,sgd,10,0.5824409641832492
1_og_b.csv,[15],0.01,tanh,sgd,25,0.5766305694392033
1_og_b.csv,[15],0.01,tanh,sgd,50,0.6485776630854191
1_og_b.csv,[15],0.01,tanh,rmsprop,10,0.9058043075598379
1_og_b.csv,[15],0.01,tanh,rmsprop,25,0.9401221994216888
1_og_b.csv,[15],0.01,tanh,rmsprop,50,0.9483474923838239
1_og_b.csv,[15],0.1,relu,adam,10,0.9302069270959379
1_og_b.csv,[15],0.1,relu,adam,25,0.9401611259047746
1_og_b.csv,[15],0.1,relu,adam,50,0.9535164627393782
1_og_b.csv,[15],0.1,relu,sgd,10,0.6637405532320786
1_og_b.csv,[15],0.1,relu,sgd,25,0.7930325473818793
1_og_b.csv,[15],0.1,relu,sgd,50,0.8683749025821932
1_og_b.csv,[15],0.1,relu,rmsprop,10,0.9187790524531874
1_og_b.csv,[15],0.1,relu,rmsprop,25,0.9536947857083989
1_og_b.csv,[15],0.1,relu,rmsprop,50,0.9243310190382674
1_og_b.csv,[15],0.1,tanh,adam,10,0.9091199369106345
1_og_b.csv,[15],0.1,tanh,adam,25,0.9481008889211117
1_og_b.csv,[15],0.1,tanh,adam,50,0.9586357129352023
1_og_b.csv,[15],0.1,tanh,sgd,10,0.7863465935448438
1_og_b.csv,[15],0.1,tanh,sgd,25,0.8712851406240887
1_og_b.csv,[15],0.1,tanh,sgd,50,0.8917242536665766
1_og_b.csv,[15],0.1,tanh,rmsprop,10,0.9334919597426689
1_og_b.csv,[15],0.1,tanh,rmsprop,25,0.9461156365104479
1_og_b.csv,[15],0.1,tanh,rmsprop,50,0.9555860598089752
1_og_b.csv,"[15, 15]",0.001,relu,adam,10,0.42902419354838717
1_og_b.csv,"[15, 15]",0.001,relu,adam,25,0.5912034887590533
1_og_b.csv,"[15, 15]",0.001,relu,adam,50,0.8342493342929158
1_og_b.csv,"[15, 15]",0.001,relu,sgd,10,0.2300549450549451
1_og_b.csv,"[15, 15]",0.001,relu,sgd,25,0.19954725523486133
1_og_b.csv,"[15, 15]",0.001,relu,sgd,50,0.38391186567763486
1_og_b.csv,"[15, 15]",0.001,relu,rmsprop,10,0.7962298305221827
1_og_b.csv,"[15, 15]",0.001,relu,rmsprop,25,0.903476174987803
1_og_b.csv,"[15, 15]",0.001,relu,rmsprop,50,0.9154209391847805
1_og_b.csv,"[15, 15]",0.001,tanh,adam,10,0.6048892633976668
1_og_b.csv,"[15, 15]",0.001,tanh,adam,25,0.7911993318901767
1_og_b.csv,"[15, 15]",0.001,tanh,adam,50,0.8577542698252014
1_og_b.csv,"[15, 15]",0.001,tanh,sgd,10,0.3924363971860224
1_og_b.csv,"[15, 15]",0.001,tanh,sgd,25,0.5252518359160365
1_og_b.csv,"[15, 15]",0.001,tanh,sgd,50,0.2926525544561259
1_og_b.csv,"[15, 15]",0.001,tanh,rmsprop,10,0.8716336853798936
1_og_b.csv,"[15, 15]",0.001,tanh,rmsprop,25,0.8720259308704416
1_og_b.csv,"[15, 15]",0.001,tanh,rmsprop,50,0.8914991683231343
1_og_b.csv,"[15, 15]",0.01,relu,adam,10,0.8741227950347781
1_og_b.csv,"[15, 15]",0.01,relu,adam,25,0.9246484608225959
1_og_b.csv,"[15, 15]",0.01,relu,adam,50,0.9483474923838239
1_og_b.csv,"[15, 15]",0.01,relu,sgd,10,0.4400118837397475
1_og_b.csv,"[15, 15]",0.01,relu,sgd,25,0.4153542932747226
1_og_b.csv,"[15, 15]",0.01,relu,sgd,50,0.5156902793624105
1_og_b.csv,"[15, 15]",0.01,relu,rmsprop,10,0.9337107426613949
1_og_b.csv,"[15, 15]",0.01,relu,rmsprop,25,0.9461729922563729
1_og_b.csv,"[15, 15]",0.01,relu,rmsprop,50,0.9610747373254462
1_og_b.csv,"[15, 15]",0.01,tanh,adam,10,0.8660317414335814
1_og_b.csv,"[15, 15]",0.01,tanh,adam,25,0.9062329134280354
1_og_b.csv,"[15, 15]",0.01,tanh,adam,50,0.9506730737791728
1_og_b.csv,"[15, 15]",0.01,tanh,sgd,10,0.4951887460597124
1_og_b.csv,"[15, 15]",0.01,tanh,sgd,25,0.4929978868992186
1_og_b.csv,"[15, 15]",0.01,tanh,sgd,50,0.5194190234252628
1_og_b.csv,"[15, 15]",0.01,tanh,rmsprop,10,0.9016377729403157
1_og_b.csv,"[15, 15]",0.01,tanh,rmsprop,25,0.9438151746353972
1_og_b.csv,"[15, 15]",0.01,tanh,rmsprop,50,0.9431093971457287
1_og_b.csv,"[15, 15]",0.1,relu,adam,10,0.9441319310497148
1_og_b.csv,"[15, 15]",0.1,relu,adam,25,0.9394033091984759
1_og_b.csv,"[15, 15]",0.1,relu,adam,50,0.9582631794373146
1_og_b.csv,"[15, 15]",0.1,relu,sgd,10,0.5277561300579955
1_og_b.csv,"[15, 15]",0.1,relu,sgd,25,0.6773907121430341
1_og_b.csv,"[15, 15]",0.1,relu,sgd,50,0.8570248890839613
1_og_b.csv,"[15, 15]",0.1,relu,rmsprop,10,0.6114888727624577
1_og_b.csv,"[15, 15]",0.1,relu,rmsprop,25,0.5941764582316909
1_og_b.csv,"[15, 15]",0.1,relu,rmsprop,50,0.6872359750300985
1_og_b.csv,"[15, 15]",0.1,tanh,adam,10,0.9342229960418156
1_og_b.csv,"[15, 15]",0.1,tanh,adam,25,0.9537424760907459
1_og_b.csv,"[15, 15]",0.1,tanh,adam,50,0.9510720363017583
1_og_b.csv,"[15, 15]",0.1,tanh,sgd,10,0.7216963129401983
1_og_b.csv,"[15, 15]",0.1,tanh,sgd,25,0.8502123210648331
1_og_b.csv,"[15, 15]",0.1,tanh,sgd,50,0.8890586119003526
1_og_b.csv,"[15, 15]",0.1,tanh,rmsprop,10,0.8962068362046078
1_og_b.csv,"[15, 15]",0.1,tanh,rmsprop,25,0.9039422356936969
